county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,479396.0,228870.0,67880.0,26726.0,16256.0,139664.0,12.5,533014.0,378210.0,154804.0,73976.0,55846.0,11307.0,6823.0,30.6,0.23129999999999998,0.1416,0.1543,0.1165,2016,SEP,1.0,1.0,3.0,2016-09-01
Alameda,14722.0,6841.0,1617.0,906.0,533.0,4825.0,7.0,14763.0,10706.0,4057.0,1920.0,1138.0,490.0,292.0,41.3,0.2076,0.10980000000000001,0.1304,0.07730000000000001,2016,SEP,0.030709476090747524,0.027697208703711347,3.0,2016-09-01
Alpine,14.0,6.0,1.0,0.0,3.0,4.0,9.0,17.0,6.0,11.0,1.0,0.0,1.0,0.0,13.0,0.2857,0.07139999999999999,0.07139999999999999,0.0,2016,SEP,2.9203414296322873e-05,3.189409659033346e-05,3.0,2016-09-01
Amador,395.0,194.0,40.0,18.0,9.0,134.0,10.7,553.0,320.0,233.0,98.0,84.0,11.0,3.0,25.0,0.1696,0.1013,0.2481,0.2127,2016,SEP,0.0008239534747891096,0.0010374962008502591,3.0,2016-09-01
Butte,5147.0,2660.0,741.0,262.0,182.0,1302.0,19.7,5216.0,2977.0,2239.0,1360.0,1200.0,107.0,53.0,29.0,0.2302,0.14400000000000002,0.2642,0.23309999999999997,2016,SEP,0.010736426670226703,0.009785859283245843,3.0,2016-09-01
Calaveras,621.0,350.0,54.0,31.0,28.0,158.0,12.7,868.0,497.0,371.0,221.0,191.0,22.0,8.0,27.7,0.182,0.087,0.35590000000000005,0.30760000000000004,2016,SEP,0.0012953800198583216,0.0016284750494358496,3.0,2016-09-01
Colusa,193.0,104.0,25.0,8.0,4.0,52.0,24.7,153.0,85.0,68.0,49.0,44.0,4.0,1.0,23.3,0.1917,0.1295,0.2539,0.228,2016,SEP,0.00040258992565645103,0.00028704686931300114,3.0,2016-09-01
Contra Costa,9066.0,4821.0,746.0,405.0,302.0,2792.0,13.0,7739.0,5892.0,1847.0,813.0,475.0,218.0,120.0,41.7,0.1603,0.0823,0.0897,0.0524,2016,SEP,0.018911296715033082,0.014519318441917098,3.0,2016-09-01
Del Norte,587.0,270.0,121.0,30.0,14.0,152.0,13.7,770.0,463.0,307.0,215.0,200.0,8.0,7.0,27.7,0.2811,0.2061,0.3663,0.3407,2016,SEP,0.0012244574422815375,0.0014446149632092215,3.0,2016-09-01
El Dorado,1794.0,893.0,261.0,101.0,50.0,489.0,11.3,2319.0,1236.0,1083.0,514.0,453.0,39.0,22.0,30.0,0.2297,0.14550000000000002,0.2865,0.2525,2016,SEP,0.003742208946257374,0.004350729999587253,3.0,2016-09-01
