county,apps_for_fs_pending_prev_mo,apps_for_fs_reported_pending_end_prev_mo,apps_for_fs_adjustment,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_reported_pending_prev_mo,cert_case_mvmt_nacf_cases_reported_pending_prev_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_pacf_intercounty_trans,cert_case_mvmt_nacf_intercounty_trans,cert_case_mvmt_pacf_elig_reinstated_bene_prorated,cert_case_mvmt_nacf_elig_reinstated_bene_prorated,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_nacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_nacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_nacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,cert_case_mvmt_tot_cases_reported_pending_prev_mo,cert_case_mvmt_tot_intercounty_trans,cert_case_mvmt_tot_elig_reinstated_bene_prorated,quarter,fulldate
Fresno,2451.0,2701.0,-250.0,5214.0,7665.0,5336.0,3461.0,10.0,251.0,3.0,1729.0,2.0,574.0,0.0,143.0,2329.0,14624.0,71529.0,14758.0,68606.0,-134.0,2923.0,227.0,3336.0,211.0,3.0,2.0,3181.0,261.0,31.0,216.0,3245.0,0.0,0.0,6.0,17.0,0.0,1.0,5.0,73.0,14851.0,74865.0,14707.0,74232.0,216586.0,41.0,655.0,139.0,474.0,194.0,0.0,5.0,159.0,433.0,4805.0,14418.0,70060.0,1555.0,5388.0,1505.0,20.0,0.0,4530.0,33.0,13.0,1525.0,4576.0,30.0,0.0,0.0,805.0,6.0,1.0,30.0,812.0,0.0,3.0,2013,OCT,261.0,1732.0,576.0,143.0,2789.0,86153.0,3563.0,3392.0,264.0,33.0,3461.0,0.0,78.0,89716.0,88939.0,613.0,164.0,5238.0,84478.0,6943.0,6035.0,53.0,13.0,6101.0,835.0,6.0,1.0,842.0,3.0,83364.0,23.0,1.0,4.0,2013-10-01
Glenn,38.0,38.0,0.0,149.0,187.0,137.0,76.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,10.0,50.0,221.0,1083.0,221.0,1083.0,0.0,0.0,3.0,123.0,7.0,0.0,0.0,69.0,0.0,0.0,7.0,69.0,-10.0,10.0,2.0,2.0,0.0,15.0,4.0,27.0,224.0,1206.0,224.0,1196.0,3401.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,96.0,218.0,1110.0,31.0,106.0,30.0,0.0,0.0,97.0,0.0,0.0,30.0,97.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,2013,OCT,0.0,51.0,0.0,10.0,0.0,1304.0,126.0,76.0,0.0,0.0,76.0,0.0,31.0,1430.0,1420.0,10.0,0.0,102.0,1328.0,137.0,127.0,0.0,0.0,127.0,10.0,0.0,0.0,10.0,0.0,1304.0,4.0,15.0,4.0,2013-10-01
Humboldt,661.0,673.0,-12.0,1135.0,1796.0,1252.0,511.0,0.0,49.0,0.0,652.0,0.0,21.0,0.0,89.0,544.0,982.0,6928.0,983.0,6928.0,-1.0,0.0,18.0,1111.0,28.0,0.0,0.0,483.0,0.0,0.0,28.0,483.0,-41.0,41.0,2.0,19.0,0.0,70.0,29.0,498.0,1000.0,8039.0,997.0,8024.0,16832.0,1.0,12.0,2.0,9.0,8.0,0.0,1.0,6.0,38.0,860.0,962.0,7179.0,134.0,730.0,132.0,0.0,0.0,706.0,0.0,1.0,132.0,707.0,2.0,0.0,0.0,22.0,0.0,1.0,2.0,23.0,0.0,0.0,2013,OCT,49.0,652.0,21.0,89.0,-1.0,7910.0,1129.0,511.0,0.0,0.0,511.0,0.0,527.0,9039.0,9021.0,11.0,7.0,898.0,8141.0,864.0,838.0,0.0,1.0,839.0,24.0,0.0,1.0,25.0,0.0,7911.0,21.0,70.0,4.0,2013-10-01
Imperial,808.0,815.0,-7.0,1293.0,2101.0,1471.0,797.0,2.0,92.0,0.0,555.0,0.0,47.0,0.0,119.0,630.0,2099.0,11805.0,2099.0,11778.0,0.0,27.0,70.0,1179.0,50.0,2.0,0.0,720.0,21.0,4.0,52.0,745.0,-13.0,13.0,6.0,7.0,2.0,101.0,23.0,313.0,2169.0,12984.0,2145.0,12643.0,38260.0,16.0,337.0,24.0,307.0,38.0,0.0,0.0,34.0,67.0,717.0,2102.0,12267.0,262.0,1285.0,251.0,2.0,0.0,1201.0,21.0,4.0,253.0,1226.0,9.0,0.0,0.0,59.0,0.0,0.0,9.0,59.0,0.0,0.0,2013,OCT,94.0,555.0,47.0,119.0,27.0,13904.0,1249.0,770.0,23.0,4.0,797.0,0.0,336.0,15153.0,14788.0,331.0,34.0,784.0,14369.0,1547.0,1452.0,23.0,4.0,1479.0,68.0,0.0,0.0,68.0,0.0,13877.0,13.0,103.0,4.0,2013-10-01
Inyo,43.0,43.0,0.0,96.0,139.0,114.0,67.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,7.0,25.0,107.0,815.0,107.0,815.0,0.0,0.0,11.0,85.0,5.0,0.0,0.0,60.0,1.0,1.0,5.0,62.0,2.0,-2.0,0.0,5.0,0.0,10.0,4.0,10.0,118.0,900.0,118.0,894.0,2031.0,0.0,8.0,0.0,5.0,1.0,0.0,0.0,1.0,11.0,52.0,107.0,848.0,21.0,78.0,18.0,0.0,0.0,75.0,1.0,1.0,18.0,77.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2013,OCT,0.0,40.0,0.0,7.0,0.0,922.0,96.0,65.0,1.0,1.0,67.0,0.0,14.0,1018.0,1012.0,5.0,1.0,63.0,955.0,99.0,93.0,1.0,1.0,95.0,4.0,0.0,0.0,4.0,0.0,922.0,5.0,10.0,4.0,2013-10-01
Kern,2773.0,2801.0,-28.0,5936.0,8709.0,5622.0,3040.0,7.0,42.0,0.0,2309.0,0.0,28.0,0.0,273.0,3087.0,11212.0,44097.0,11160.0,43484.0,52.0,613.0,124.0,4959.0,222.0,2.0,0.0,2764.0,39.0,13.0,224.0,2816.0,-301.0,301.0,36.0,94.0,28.0,481.0,137.0,1267.0,11336.0,49056.0,11283.0,48348.0,143705.0,22.0,663.0,52.0,565.0,173.0,7.0,1.0,143.0,556.0,4208.0,10780.0,44848.0,1509.0,4718.0,1348.0,6.0,0.0,4356.0,46.0,7.0,1354.0,4409.0,153.0,2.0,0.0,307.0,2.0,0.0,155.0,309.0,0.0,0.0,2013,OCT,49.0,2309.0,28.0,273.0,665.0,55309.0,5083.0,2986.0,41.0,13.0,3040.0,0.0,1404.0,60392.0,59631.0,617.0,144.0,4764.0,55628.0,6227.0,5704.0,52.0,7.0,5763.0,460.0,4.0,0.0,464.0,0.0,54644.0,130.0,509.0,4.0,2013-10-01
Kings,2560.0,2560.0,0.0,936.0,3496.0,914.0,522.0,1.0,8.0,0.0,356.0,0.0,6.0,0.0,36.0,2582.0,612.0,6966.0,612.0,6966.0,0.0,0.0,84.0,922.0,43.0,1.0,0.0,472.0,6.0,0.0,44.0,478.0,-19.0,19.0,8.0,12.0,1.0,96.0,50.0,317.0,696.0,7888.0,685.0,7781.0,23170.0,4.0,86.0,11.0,79.0,28.0,0.0,0.0,28.0,11.0,342.0,685.0,7546.0,190.0,735.0,169.0,2.0,0.0,690.0,6.0,1.0,171.0,697.0,19.0,0.0,0.0,37.0,1.0,0.0,19.0,38.0,0.0,0.0,2013,OCT,9.0,356.0,6.0,36.0,0.0,7578.0,1006.0,515.0,7.0,0.0,522.0,0.0,367.0,8584.0,8466.0,90.0,28.0,353.0,8231.0,925.0,859.0,8.0,1.0,868.0,56.0,1.0,0.0,57.0,0.0,7578.0,20.0,97.0,4.0,2013-10-01
Lake,388.0,391.0,-3.0,419.0,807.0,449.0,226.0,0.0,53.0,0.0,200.0,0.0,12.0,0.0,23.0,358.0,577.0,4223.0,577.0,4225.0,0.0,-2.0,53.0,378.0,13.0,0.0,0.0,212.0,0.0,1.0,13.0,213.0,5.0,-5.0,11.0,11.0,6.0,18.0,18.0,141.0,630.0,4601.0,627.0,4581.0,10379.0,0.0,16.0,3.0,11.0,10.0,0.0,0.0,9.0,29.0,411.0,601.0,4190.0,91.0,314.0,89.0,0.0,0.0,297.0,1.0,0.0,89.0,298.0,2.0,0.0,0.0,16.0,0.0,0.0,2.0,16.0,0.0,0.0,2013,OCT,53.0,200.0,12.0,23.0,-2.0,4800.0,431.0,225.0,0.0,1.0,226.0,0.0,159.0,5231.0,5208.0,14.0,9.0,440.0,4791.0,405.0,386.0,1.0,0.0,387.0,18.0,0.0,0.0,18.0,0.0,4802.0,22.0,24.0,4.0,2013-10-01
Lassen,73.0,77.0,-4.0,164.0,237.0,162.0,94.0,1.0,3.0,0.0,62.0,0.0,0.0,0.0,6.0,75.0,249.0,1074.0,250.0,1075.0,-1.0,-1.0,7.0,147.0,3.0,0.0,0.0,91.0,0.0,0.0,3.0,91.0,-3.0,3.0,3.0,3.0,0.0,13.0,4.0,37.0,256.0,1221.0,255.0,1221.0,3086.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,140.0,234.0,1081.0,34.0,122.0,32.0,0.0,0.0,119.0,0.0,0.0,32.0,119.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2013,OCT,4.0,62.0,0.0,6.0,-2.0,1323.0,154.0,94.0,0.0,0.0,94.0,0.0,41.0,1477.0,1476.0,1.0,0.0,162.0,1315.0,156.0,151.0,0.0,0.0,151.0,5.0,0.0,0.0,5.0,0.0,1325.0,6.0,13.0,4.0,2013-10-01
Los Angeles,13288.0,22471.0,-9183.0,52039.0,65327.0,46153.0,28763.0,176.0,870.0,2205.0,11814.0,239.0,564.0,889.0,2482.0,19174.0,85690.0,435600.0,89334.0,448282.0,-3644.0,-12682.0,5068.0,45313.0,2155.0,66.0,1.0,25863.0,397.0,281.0,2222.0,26541.0,148.0,39.0,321.0,142.0,949.0,1648.0,1428.0,16943.0,90758.0,480913.0,88744.0,471981.0,1158382.0,715.0,8991.0,1933.0,5727.0,3964.0,292.0,81.0,3205.0,3516.0,39087.0,87242.0,441826.0,6957.0,26222.0,6559.0,151.0,2.0,24620.0,364.0,150.0,6712.0,25134.0,242.0,3.0,0.0,1057.0,22.0,9.0,245.0,1088.0,115.0,747.0,2013,OCT,1046.0,14019.0,803.0,3371.0,-16326.0,521290.0,50381.0,28018.0,463.0,282.0,28763.0,187.0,18371.0,571671.0,560725.0,7660.0,3286.0,42603.0,529068.0,33179.0,31179.0,515.0,152.0,31846.0,1299.0,25.0,9.0,1333.0,862.0,537616.0,463.0,2597.0,4.0,2013-10-01
Madera,2683.0,2683.0,0.0,939.0,3622.0,914.0,535.0,1.0,8.0,0.0,329.0,0.0,2.0,0.0,50.0,2708.0,1932.0,7696.0,1932.0,7696.0,0.0,0.0,-14.0,949.0,39.0,0.0,0.0,489.0,7.0,0.0,39.0,496.0,-71.0,71.0,1.0,8.0,1.0,65.0,16.0,309.0,1918.0,8645.0,1910.0,8595.0,26424.0,1.0,62.0,6.0,47.0,4.0,1.0,2.0,3.0,57.0,583.0,1861.0,8062.0,291.0,1045.0,283.0,0.0,0.0,1010.0,6.0,0.0,283.0,1016.0,8.0,0.0,0.0,28.0,1.0,0.0,8.0,29.0,0.0,0.0,2013,OCT,9.0,329.0,2.0,50.0,0.0,9628.0,935.0,528.0,7.0,0.0,535.0,0.0,325.0,10563.0,10505.0,53.0,5.0,640.0,9923.0,1336.0,1293.0,6.0,0.0,1299.0,36.0,1.0,0.0,37.0,0.0,9628.0,9.0,66.0,4.0,2013-10-01
Marin,330.0,332.0,-2.0,607.0,937.0,667.0,353.0,5.0,17.0,0.0,264.0,0.0,8.0,0.0,50.0,270.0,753.0,4669.0,753.0,4669.0,0.0,0.0,8.0,502.0,24.0,1.0,0.0,315.0,11.0,2.0,25.0,328.0,-27.0,27.0,3.0,3.0,0.0,29.0,7.0,115.0,761.0,5171.0,716.0,5008.0,9738.0,6.0,207.0,43.0,137.0,33.0,4.0,2.0,26.0,26.0,395.0,735.0,4776.0,117.0,389.0,106.0,8.0,0.0,360.0,16.0,3.0,114.0,379.0,3.0,0.0,0.0,10.0,0.0,0.0,3.0,10.0,0.0,0.0,2013,OCT,22.0,264.0,8.0,50.0,0.0,5422.0,510.0,339.0,12.0,2.0,353.0,0.0,122.0,5932.0,5724.0,180.0,28.0,421.0,5511.0,506.0,466.0,24.0,3.0,493.0,13.0,0.0,0.0,13.0,0.0,5422.0,6.0,29.0,4.0,2013-10-01
Mariposa,46.0,46.0,0.0,128.0,174.0,109.0,68.0,0.0,5.0,0.0,29.0,0.0,5.0,0.0,12.0,65.0,116.0,743.0,116.0,743.0,0.0,0.0,8.0,96.0,4.0,0.0,0.0,64.0,0.0,0.0,4.0,64.0,-2.0,2.0,3.0,6.0,0.0,8.0,3.0,16.0,124.0,839.0,124.0,837.0,1935.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,51.0,114.0,788.0,12.0,68.0,12.0,0.0,0.0,65.0,0.0,0.0,12.0,65.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2013,OCT,5.0,29.0,5.0,12.0,0.0,859.0,104.0,68.0,0.0,0.0,68.0,0.0,19.0,963.0,961.0,2.0,0.0,61.0,902.0,80.0,77.0,0.0,0.0,77.0,3.0,0.0,0.0,3.0,0.0,859.0,9.0,8.0,4.0,2013-10-01
Mendocino,349.0,352.0,-3.0,594.0,943.0,639.0,451.0,0.0,4.0,0.0,178.0,0.0,5.0,0.0,10.0,304.0,867.0,5570.0,867.0,5571.0,0.0,-1.0,-3.0,696.0,18.0,1.0,0.0,432.0,0.0,0.0,19.0,432.0,-36.0,36.0,1.0,8.0,1.0,75.0,12.0,145.0,864.0,6266.0,861.0,6233.0,13270.0,3.0,27.0,3.0,23.0,12.0,0.0,0.0,10.0,13.0,488.0,851.0,5778.0,84.0,495.0,83.0,1.0,0.0,491.0,0.0,0.0,84.0,491.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2013,OCT,4.0,178.0,5.0,10.0,-1.0,6437.0,693.0,450.0,1.0,0.0,451.0,0.0,157.0,7130.0,7094.0,26.0,10.0,501.0,6629.0,579.0,574.0,1.0,0.0,575.0,4.0,0.0,0.0,4.0,0.0,6438.0,9.0,76.0,4.0,2013-10-01
Merced,724.0,761.0,-37.0,1575.0,2299.0,1551.0,961.0,4.0,11.0,0.0,438.0,0.0,2.0,0.0,152.0,748.0,4593.0,16610.0,4593.0,16602.0,0.0,8.0,86.0,1710.0,105.0,0.0,0.0,855.0,1.0,0.0,105.0,856.0,-103.0,103.0,29.0,31.0,8.0,200.0,47.0,520.0,4679.0,18320.0,4664.0,18231.0,54806.0,3.0,102.0,14.0,82.0,6.0,3.0,1.0,7.0,246.0,1501.0,4433.0,16819.0,666.0,1736.0,636.0,1.0,0.0,1668.0,5.0,1.0,637.0,1674.0,29.0,0.0,0.0,61.0,1.0,0.0,29.0,62.0,0.0,0.0,2013,OCT,15.0,438.0,2.0,152.0,8.0,21203.0,1796.0,960.0,1.0,0.0,961.0,0.0,567.0,22999.0,22895.0,96.0,8.0,1747.0,21252.0,2402.0,2304.0,6.0,1.0,2311.0,90.0,1.0,0.0,91.0,0.0,21195.0,60.0,208.0,4.0,2013-10-01
Modoc,38.0,38.0,0.0,64.0,102.0,56.0,26.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,46.0,53.0,320.0,53.0,320.0,0.0,0.0,10.0,38.0,4.0,0.0,0.0,22.0,0.0,0.0,4.0,22.0,1.0,-1.0,1.0,0.0,0.0,6.0,4.0,11.0,63.0,358.0,63.0,357.0,964.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,45.0,60.0,313.0,10.0,30.0,10.0,0.0,0.0,28.0,0.0,0.0,10.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2013,OCT,0.0,28.0,0.0,2.0,0.0,373.0,48.0,26.0,0.0,0.0,26.0,0.0,15.0,421.0,420.0,1.0,0.0,48.0,373.0,40.0,38.0,0.0,0.0,38.0,2.0,0.0,0.0,2.0,0.0,373.0,1.0,6.0,4.0,2013-10-01
Mono,46.0,48.0,-2.0,101.0,147.0,86.0,63.0,0.0,5.0,0.0,18.0,0.0,3.0,0.0,5.0,61.0,16.0,293.0,16.0,293.0,0.0,0.0,2.0,80.0,1.0,0.0,0.0,62.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,9.0,18.0,373.0,18.0,373.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,17.0,334.0,3.0,49.0,3.0,0.0,0.0,49.0,0.0,0.0,3.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,5.0,18.0,3.0,5.0,0.0,309.0,82.0,63.0,0.0,0.0,63.0,0.0,9.0,391.0,391.0,0.0,0.0,40.0,351.0,52.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,309.0,1.0,9.0,4.0,2013-10-01
Monterey,792.0,809.0,-17.0,2393.0,3185.0,2282.0,1267.0,0.0,0.0,1.0,928.0,0.0,0.0,0.0,86.0,903.0,3090.0,14405.0,3090.0,14352.0,0.0,53.0,-82.0,2000.0,75.0,2.0,0.0,1180.0,7.0,3.0,77.0,1190.0,-191.0,191.0,6.0,23.0,0.0,139.0,26.0,457.0,3008.0,16405.0,2988.0,16276.0,43710.0,7.0,148.0,19.0,112.0,21.0,7.0,1.0,17.0,78.0,1633.0,2930.0,14772.0,515.0,2154.0,505.0,6.0,0.0,1921.0,16.0,3.0,511.0,1940.0,4.0,0.0,0.0,209.0,5.0,0.0,4.0,214.0,0.0,0.0,2013,OCT,0.0,929.0,0.0,86.0,53.0,17495.0,1918.0,1255.0,9.0,3.0,1267.0,0.0,483.0,19413.0,19264.0,131.0,18.0,1711.0,17702.0,2669.0,2426.0,22.0,3.0,2451.0,213.0,5.0,0.0,218.0,0.0,17442.0,29.0,139.0,4.0,2013-10-01
Napa,341.0,341.0,0.0,483.0,824.0,520.0,219.0,7.0,44.0,0.0,203.0,0.0,20.0,0.0,98.0,304.0,367.0,2504.0,367.0,2504.0,0.0,0.0,9.0,348.0,12.0,0.0,0.0,206.0,1.0,0.0,12.0,207.0,-9.0,9.0,3.0,7.0,1.0,16.0,2.0,109.0,376.0,2852.0,370.0,2797.0,6681.0,3.0,60.0,5.0,51.0,6.0,0.0,1.0,4.0,12.0,266.0,364.0,2586.0,61.0,322.0,60.0,1.0,0.0,304.0,5.0,0.0,61.0,309.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,2013,OCT,51.0,203.0,20.0,98.0,0.0,2871.0,357.0,218.0,1.0,0.0,219.0,0.0,111.0,3228.0,3167.0,56.0,5.0,278.0,2950.0,383.0,364.0,6.0,0.0,370.0,13.0,0.0,0.0,13.0,0.0,2871.0,10.0,17.0,4.0,2013-10-01
Nevada,280.0,284.0,-4.0,503.0,783.0,541.0,261.0,0.0,1.0,0.0,243.0,0.0,1.0,0.0,37.0,242.0,418.0,3171.0,418.0,3171.0,0.0,0.0,-12.0,432.0,10.0,0.0,0.0,250.0,1.0,0.0,10.0,251.0,-28.0,28.0,2.0,14.0,0.0,28.0,4.0,111.0,406.0,3603.0,406.0,3594.0,7569.0,2.0,4.0,0.0,6.0,4.0,0.0,0.0,3.0,15.0,326.0,391.0,3277.0,60.0,310.0,57.0,0.0,0.0,288.0,0.0,0.0,57.0,288.0,3.0,0.0,0.0,22.0,0.0,0.0,3.0,22.0,0.0,0.0,2013,OCT,1.0,243.0,1.0,37.0,0.0,3589.0,420.0,260.0,1.0,0.0,261.0,0.0,115.0,4009.0,4000.0,6.0,3.0,341.0,3668.0,370.0,345.0,0.0,0.0,345.0,25.0,0.0,0.0,25.0,0.0,3589.0,16.0,28.0,4.0,2013-10-01
Orange,10767.0,10767.0,0.0,8515.0,19282.0,8754.0,5631.0,0.0,29.0,157.0,2664.0,2.0,74.0,45.0,257.0,10528.0,24253.0,74232.0,24253.0,74232.0,0.0,0.0,386.0,7002.0,282.0,4.0,1.0,5151.0,120.0,73.0,287.0,5344.0,5.0,-5.0,4.0,14.0,0.0,5.0,90.0,1644.0,24639.0,81234.0,24500.0,78510.0,241369.0,220.0,2670.0,136.0,1902.0,1160.0,2.0,3.0,822.0,166.0,4613.0,24473.0,76621.0,1196.0,5456.0,1177.0,10.0,0.0,4898.0,105.0,25.0,1187.0,5028.0,9.0,0.0,0.0,408.0,14.0,6.0,9.0,428.0,0.0,0.0,2013,OCT,29.0,2821.0,76.0,302.0,0.0,98485.0,7388.0,5433.0,124.0,74.0,5631.0,0.0,1734.0,105873.0,103010.0,2038.0,825.0,4779.0,101094.0,6652.0,6075.0,115.0,25.0,6215.0,417.0,14.0,6.0,437.0,0.0,98485.0,18.0,5.0,4.0,2013-10-01
Placer,300.0,300.0,0.0,838.0,1138.0,825.0,390.0,1.0,8.0,0.0,369.0,0.0,8.0,0.0,66.0,313.0,924.0,7064.0,924.0,7064.0,0.0,0.0,64.0,694.0,42.0,0.0,0.0,343.0,3.0,2.0,42.0,348.0,-1.0,1.0,5.0,9.0,9.0,108.0,9.0,228.0,988.0,7758.0,976.0,7706.0,17979.0,0.0,62.0,12.0,35.0,12.0,8.0,0.0,17.0,77.0,527.0,911.0,7231.0,78.0,417.0,74.0,0.0,0.0,402.0,1.0,0.0,74.0,403.0,4.0,0.0,0.0,14.0,0.0,0.0,4.0,14.0,0.0,0.0,2013,OCT,9.0,369.0,8.0,66.0,0.0,7988.0,758.0,385.0,3.0,2.0,390.0,0.0,237.0,8746.0,8682.0,47.0,17.0,604.0,8142.0,495.0,476.0,1.0,0.0,477.0,18.0,0.0,0.0,18.0,0.0,7988.0,14.0,117.0,4.0,2013-10-01
Plumas,62.0,65.0,-3.0,136.0,198.0,134.0,82.0,0.0,3.0,0.0,48.0,0.0,1.0,0.0,4.0,64.0,88.0,636.0,84.0,636.0,4.0,0.0,6.0,111.0,5.0,0.0,0.0,77.0,0.0,0.0,5.0,77.0,-1.0,1.0,1.0,2.0,0.0,4.0,1.0,27.0,94.0,747.0,94.0,745.0,1659.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,82.0,93.0,665.0,19.0,80.0,19.0,0.0,0.0,76.0,0.0,0.0,19.0,76.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2013,OCT,3.0,48.0,1.0,4.0,4.0,724.0,117.0,82.0,0.0,0.0,82.0,0.0,28.0,841.0,839.0,0.0,2.0,83.0,758.0,99.0,95.0,0.0,0.0,95.0,4.0,0.0,0.0,4.0,0.0,720.0,3.0,4.0,4.0,2013-10-01
Riverside,4623.0,4676.0,-53.0,12060.0,16683.0,12726.0,6650.0,4.0,18.0,0.0,5520.0,0.0,30.0,0.0,556.0,3957.0,19118.0,90261.0,19120.0,90223.0,-2.0,38.0,232.0,11405.0,387.0,6.0,1.0,6165.0,75.0,16.0,394.0,6256.0,-477.0,477.0,74.0,227.0,7.0,944.0,234.0,3501.0,19350.0,101666.0,19225.0,100352.0,286663.0,106.0,1214.0,118.0,1065.0,284.0,24.0,7.0,249.0,352.0,7973.0,18998.0,93693.0,2720.0,10020.0,2655.0,19.0,1.0,9579.0,112.0,14.0,2675.0,9705.0,45.0,0.0,0.0,311.0,3.0,1.0,45.0,315.0,0.0,0.0,2013,OCT,22.0,5520.0,30.0,556.0,36.0,109379.0,11637.0,6552.0,81.0,17.0,6650.0,0.0,3735.0,121016.0,119577.0,1183.0,256.0,8325.0,112691.0,12740.0,12234.0,131.0,15.0,12380.0,356.0,3.0,1.0,360.0,0.0,109343.0,301.0,951.0,4.0,2013-10-01
