county,apps_for_fs_pending_prev_mo,apps_for_fs_reported_pending_end_prev_mo,apps_for_fs_adjustment,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_reported_pending_prev_mo,cert_case_mvmt_nacf_cases_reported_pending_prev_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_pacf_intercounty_trans,cert_case_mvmt_nacf_intercounty_trans,cert_case_mvmt_pacf_elig_reinstated_bene_prorated,cert_case_mvmt_nacf_elig_reinstated_bene_prorated,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_nacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_nacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_nacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,cert_case_mvmt_tot_cases_reported_pending_prev_mo,cert_case_mvmt_tot_intercounty_trans,cert_case_mvmt_tot_elig_reinstated_bene_prorated,quarter,fulldate
El Dorado,137.0,140.0,-3.0,667.0,804.0,630.0,365.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,31.0,174.0,566.0,6350.0,566.0,6350.0,0.0,0.0,29.0,619.0,19.0,0.0,0.0,345.0,0.0,1.0,19.0,346.0,-7.0,7.0,4.0,27.0,4.0,49.0,9.0,190.0,595.0,6969.0,594.0,6926.0,13494.0,3.0,35.0,1.0,31.0,13.0,0.0,0.0,12.0,49.0,634.0,546.0,6335.0,73.0,527.0,71.0,0.0,0.0,519.0,1.0,1.0,71.0,521.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2015,JUL,0.0,234.0,0.0,31.0,0.0,6916.0,648.0,364.0,0.0,1.0,365.0,0.0,199.0,7564.0,7520.0,32.0,12.0,683.0,6881.0,600.0,590.0,1.0,1.0,592.0,8.0,0.0,0.0,8.0,0.0,6916.0,31.0,53.0,3.0,2015-07-01
Fresno,1904.0,1855.0,49.0,4881.0,6785.0,4748.0,3474.0,17.0,177.0,1.0,1136.0,0.0,252.0,0.0,137.0,2037.0,14069.0,80200.0,13537.0,76871.0,532.0,3329.0,75.0,3508.0,232.0,4.0,0.0,3202.0,18.0,18.0,236.0,3238.0,-176.0,176.0,10.0,41.0,1.0,9.0,4.0,44.0,14144.0,83708.0,13970.0,82916.0,226627.0,73.0,829.0,161.0,605.0,220.0,21.0,13.0,187.0,721.0,5772.0,13423.0,77936.0,1325.0,5988.0,1187.0,15.0,4.0,4908.0,47.0,13.0,1206.0,4968.0,119.0,0.0,0.0,1002.0,15.0,3.0,119.0,1020.0,7.0,69.0,2015,JUL,194.0,1137.0,252.0,137.0,3861.0,94269.0,3583.0,3434.0,22.0,18.0,3474.0,0.0,48.0,97852.0,96886.0,766.0,200.0,6493.0,91359.0,7313.0,6095.0,62.0,17.0,6174.0,1121.0,15.0,3.0,1139.0,76.0,90408.0,51.0,10.0,3.0,2015-07-01
Glenn,22.0,22.0,0.0,103.0,125.0,102.0,51.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,6.0,23.0,242.0,1211.0,242.0,1211.0,0.0,0.0,-8.0,116.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,51.0,-13.0,13.0,0.0,7.0,0.0,14.0,5.0,31.0,234.0,1327.0,234.0,1317.0,3634.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,114.0,226.0,1213.0,24.0,93.0,23.0,0.0,0.0,90.0,1.0,0.0,23.0,91.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2015,JUL,0.0,45.0,0.0,6.0,0.0,1453.0,108.0,50.0,1.0,0.0,51.0,0.0,36.0,1561.0,1551.0,10.0,0.0,122.0,1439.0,117.0,113.0,1.0,0.0,114.0,3.0,0.0,0.0,3.0,0.0,1453.0,7.0,14.0,3.0,2015-07-01
Humboldt,224.0,229.0,-5.0,1156.0,1380.0,1120.0,542.0,0.0,0.0,1.0,523.0,0.0,0.0,0.0,54.0,260.0,1001.0,10308.0,1001.0,10308.0,0.0,0.0,33.0,1008.0,15.0,0.0,0.0,525.0,1.0,1.0,15.0,527.0,-21.0,21.0,3.0,18.0,3.0,101.0,33.0,341.0,1034.0,11316.0,1031.0,11289.0,21387.0,3.0,24.0,3.0,17.0,12.0,1.0,0.0,10.0,31.0,996.0,1003.0,10320.0,132.0,753.0,131.0,1.0,0.0,743.0,0.0,1.0,132.0,744.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,2015,JUL,0.0,524.0,0.0,54.0,0.0,11309.0,1041.0,540.0,1.0,1.0,542.0,0.0,374.0,12350.0,12320.0,20.0,10.0,1027.0,11323.0,885.0,874.0,1.0,1.0,876.0,9.0,0.0,0.0,9.0,0.0,11309.0,21.0,104.0,3.0,2015-07-01
Imperial,549.0,556.0,-7.0,1320.0,1869.0,1358.0,802.0,2.0,17.0,0.0,509.0,0.0,8.0,0.0,47.0,511.0,2348.0,13990.0,2348.0,13990.0,0.0,0.0,97.0,1125.0,48.0,0.0,0.0,725.0,24.0,5.0,48.0,754.0,-2.0,2.0,5.0,22.0,4.0,85.0,42.0,262.0,2445.0,15115.0,2411.0,14682.0,43346.0,27.0,431.0,32.0,384.0,55.0,3.0,2.0,49.0,90.0,853.0,2355.0,14262.0,289.0,1645.0,283.0,6.0,0.0,1581.0,49.0,3.0,289.0,1633.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,2015,JUL,19.0,509.0,8.0,47.0,0.0,16338.0,1222.0,773.0,24.0,5.0,802.0,0.0,304.0,17560.0,17093.0,416.0,51.0,943.0,16617.0,1934.0,1864.0,55.0,3.0,1922.0,12.0,0.0,0.0,12.0,0.0,16338.0,27.0,89.0,3.0,2015-07-01
Inyo,16.0,16.0,0.0,93.0,109.0,87.0,60.0,0.0,0.0,1.0,24.0,0.0,1.0,0.0,2.0,22.0,99.0,879.0,99.0,879.0,0.0,0.0,4.0,80.0,5.0,0.0,0.0,53.0,2.0,0.0,5.0,55.0,-2.0,2.0,0.0,4.0,0.0,5.0,1.0,14.0,103.0,959.0,103.0,951.0,2085.0,0.0,9.0,0.0,7.0,1.0,0.0,0.0,1.0,7.0,78.0,96.0,881.0,10.0,69.0,10.0,0.0,0.0,68.0,1.0,0.0,10.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,JUL,0.0,25.0,1.0,2.0,0.0,978.0,84.0,58.0,2.0,0.0,60.0,0.0,15.0,1062.0,1054.0,7.0,1.0,85.0,977.0,79.0,78.0,1.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,978.0,4.0,5.0,3.0,2015-07-01
Kern,2884.0,2897.0,-13.0,5881.0,8765.0,6250.0,3708.0,1.0,30.0,4.0,2322.0,0.0,19.0,0.0,216.0,2515.0,10623.0,52380.0,10624.0,52381.0,-1.0,-1.0,512.0,5484.0,287.0,0.0,0.0,3360.0,39.0,22.0,287.0,3421.0,-53.0,53.0,8.0,56.0,71.0,431.0,199.0,1523.0,11135.0,57864.0,11075.0,56869.0,161624.0,60.0,823.0,59.0,741.0,320.0,17.0,1.0,254.0,441.0,4048.0,10694.0,53816.0,1218.0,5668.0,1204.0,6.0,1.0,5489.0,67.0,14.0,1211.0,5570.0,7.0,0.0,0.0,97.0,1.0,0.0,7.0,98.0,0.0,0.0,2015,JUL,31.0,2326.0,19.0,216.0,-2.0,63003.0,5996.0,3647.0,39.0,22.0,3708.0,0.0,1722.0,68999.0,67944.0,800.0,255.0,4489.0,64510.0,6886.0,6693.0,73.0,15.0,6781.0,104.0,1.0,0.0,105.0,0.0,63005.0,64.0,502.0,3.0,2015-07-01
Kings,2454.0,2457.0,-3.0,869.0,3323.0,921.0,540.0,0.0,1.0,0.0,367.0,0.0,2.0,0.0,14.0,2402.0,1471.0,8568.0,1471.0,8568.0,0.0,0.0,68.0,868.0,33.0,0.0,0.0,499.0,7.0,1.0,33.0,507.0,-14.0,14.0,2.0,17.0,4.0,72.0,43.0,258.0,1539.0,9436.0,1521.0,9314.0,25125.0,6.0,108.0,18.0,96.0,21.0,5.0,0.0,26.0,52.0,678.0,1487.0,8758.0,210.0,875.0,207.0,3.0,0.0,852.0,6.0,0.0,210.0,858.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,2015,JUL,1.0,367.0,2.0,14.0,0.0,10039.0,936.0,532.0,7.0,1.0,540.0,0.0,301.0,10975.0,10835.0,114.0,26.0,730.0,10245.0,1085.0,1059.0,9.0,0.0,1068.0,17.0,0.0,0.0,17.0,0.0,10039.0,19.0,76.0,3.0,2015-07-01
Lake,134.0,136.0,-2.0,446.0,580.0,450.0,306.0,0.0,3.0,0.0,128.0,0.0,3.0,0.0,16.0,130.0,616.0,5186.0,616.0,5186.0,0.0,0.0,18.0,560.0,11.0,0.0,0.0,295.0,0.0,0.0,11.0,295.0,-20.0,20.0,0.0,15.0,1.0,9.0,26.0,221.0,634.0,5746.0,633.0,5719.0,12288.0,0.0,22.0,1.0,18.0,11.0,0.0,0.0,9.0,45.0,401.0,589.0,5345.0,56.0,492.0,56.0,0.0,0.0,482.0,3.0,0.0,56.0,485.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,2015,JUL,3.0,128.0,3.0,16.0,0.0,5802.0,578.0,306.0,0.0,0.0,306.0,0.0,247.0,6380.0,6352.0,19.0,9.0,446.0,5934.0,548.0,538.0,3.0,0.0,541.0,7.0,0.0,0.0,7.0,0.0,5802.0,15.0,10.0,3.0,2015-07-01
Lassen,76.0,76.0,0.0,138.0,214.0,112.0,61.0,0.0,7.0,0.0,48.0,0.0,3.0,0.0,3.0,102.0,244.0,1150.0,244.0,1150.0,0.0,0.0,43.0,117.0,5.0,0.0,0.0,55.0,1.0,0.0,5.0,56.0,12.0,-12.0,3.0,2.0,8.0,28.0,15.0,43.0,287.0,1267.0,287.0,1265.0,3229.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,31.0,135.0,256.0,1132.0,30.0,98.0,29.0,0.0,0.0,96.0,0.0,0.0,29.0,96.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2015,JUL,7.0,48.0,3.0,3.0,0.0,1394.0,160.0,60.0,1.0,0.0,61.0,0.0,58.0,1554.0,1552.0,1.0,1.0,166.0,1388.0,128.0,125.0,0.0,0.0,125.0,3.0,0.0,0.0,3.0,0.0,1394.0,5.0,36.0,3.0,2015-07-01
Los Angeles,7410.0,18078.0,-10668.0,55688.0,63098.0,45696.0,32613.0,109.0,1201.0,1675.0,8175.0,128.0,565.0,780.0,2453.0,17402.0,74682.0,469685.0,74956.0,466025.0,-274.0,3660.0,4549.0,43751.0,2102.0,54.0,5.0,29816.0,353.0,283.0,2161.0,30452.0,132.0,177.0,282.0,63.0,1171.0,1199.0,803.0,11860.0,79231.0,513436.0,77073.0,503481.0,1170850.0,878.0,9651.0,2091.0,6146.0,4744.0,269.0,67.0,3809.0,6216.0,47136.0,73015.0,466300.0,5774.0,27344.0,5076.0,168.0,3.0,24430.0,345.0,145.0,5247.0,24920.0,509.0,17.0,1.0,2367.0,41.0,16.0,527.0,2424.0,275.0,1327.0,2015,JUL,1310.0,9850.0,693.0,3233.0,3386.0,544367.0,48300.0,31918.0,407.0,288.0,32613.0,309.0,12663.0,592667.0,580554.0,8237.0,3876.0,53352.0,539315.0,33118.0,29506.0,513.0,148.0,30167.0,2876.0,58.0,17.0,2951.0,1602.0,540981.0,345.0,2370.0,3.0,2015-07-01
Madera,2645.0,2645.0,0.0,730.0,3375.0,682.0,420.0,0.0,5.0,2.0,230.0,0.0,5.0,0.0,30.0,2693.0,1965.0,9337.0,1965.0,9337.0,0.0,0.0,23.0,738.0,37.0,0.0,0.0,381.0,1.0,1.0,37.0,383.0,-60.0,60.0,6.0,24.0,7.0,67.0,33.0,204.0,1988.0,10075.0,1977.0,10008.0,29402.0,0.0,80.0,10.0,60.0,8.0,4.0,1.0,7.0,85.0,660.0,1903.0,9415.0,223.0,846.0,221.0,0.0,0.0,827.0,5.0,0.0,221.0,832.0,2.0,0.0,0.0,14.0,0.0,0.0,2.0,14.0,0.0,0.0,2015,JUL,5.0,232.0,5.0,30.0,0.0,11302.0,761.0,418.0,1.0,1.0,420.0,0.0,237.0,12063.0,11985.0,70.0,8.0,745.0,11318.0,1069.0,1048.0,5.0,0.0,1053.0,16.0,0.0,0.0,16.0,0.0,11302.0,30.0,74.0,3.0,2015-07-01
Marin,169.0,171.0,-2.0,567.0,736.0,519.0,343.0,0.0,2.0,0.0,164.0,0.0,1.0,0.0,12.0,217.0,623.0,5421.0,623.0,5421.0,0.0,0.0,20.0,553.0,12.0,1.0,0.0,313.0,12.0,5.0,13.0,330.0,-11.0,11.0,0.0,6.0,5.0,39.0,13.0,167.0,643.0,5974.0,604.0,5713.0,10469.0,6.0,285.0,36.0,200.0,71.0,11.0,3.0,61.0,31.0,464.0,612.0,5510.0,74.0,454.0,67.0,4.0,1.0,424.0,19.0,5.0,72.0,448.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2015,JUL,2.0,164.0,1.0,12.0,0.0,6044.0,573.0,325.0,13.0,5.0,343.0,0.0,180.0,6617.0,6317.0,236.0,64.0,495.0,6122.0,528.0,491.0,23.0,6.0,520.0,8.0,0.0,0.0,8.0,0.0,6044.0,6.0,44.0,3.0,2015-07-01
Mariposa,10.0,14.0,-4.0,70.0,80.0,61.0,36.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,8.0,19.0,152.0,913.0,152.0,913.0,0.0,0.0,0.0,79.0,2.0,0.0,0.0,34.0,0.0,0.0,2.0,34.0,-4.0,4.0,1.0,7.0,0.0,5.0,1.0,29.0,152.0,992.0,152.0,989.0,2182.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,65.0,137.0,927.0,5.0,68.0,5.0,0.0,0.0,67.0,0.0,0.0,5.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,JUL,0.0,17.0,1.0,8.0,0.0,1065.0,79.0,36.0,0.0,0.0,36.0,0.0,30.0,1144.0,1141.0,3.0,0.0,80.0,1064.0,73.0,72.0,0.0,0.0,72.0,1.0,0.0,0.0,1.0,0.0,1065.0,8.0,5.0,3.0,2015-07-01
Mendocino,275.0,282.0,-7.0,551.0,826.0,582.0,411.0,1.0,1.0,0.0,159.0,0.0,0.0,0.0,12.0,244.0,721.0,5859.0,721.0,5859.0,0.0,0.0,54.0,606.0,24.0,0.0,1.0,381.0,3.0,2.0,25.0,386.0,3.0,-3.0,2.0,13.0,9.0,72.0,15.0,138.0,775.0,6465.0,770.0,6417.0,13405.0,4.0,37.0,4.0,32.0,20.0,1.0,1.0,16.0,33.0,494.0,742.0,5971.0,68.0,511.0,67.0,1.0,0.0,504.0,5.0,2.0,68.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,JUL,2.0,159.0,0.0,12.0,0.0,6580.0,660.0,405.0,3.0,3.0,411.0,0.0,153.0,7240.0,7187.0,36.0,17.0,527.0,6713.0,579.0,571.0,6.0,2.0,579.0,0.0,0.0,0.0,0.0,0.0,6580.0,15.0,81.0,3.0,2015-07-01
Merced,393.0,402.0,-9.0,1639.0,2032.0,1488.0,865.0,0.0,2.0,1.0,525.0,0.0,1.0,0.0,97.0,544.0,4429.0,19475.0,4429.0,19475.0,0.0,0.0,88.0,1716.0,83.0,0.0,0.0,780.0,1.0,1.0,83.0,782.0,-147.0,147.0,12.0,49.0,31.0,213.0,109.0,525.0,4517.0,21191.0,4495.0,21109.0,59312.0,2.0,95.0,21.0,71.0,9.0,6.0,1.0,11.0,156.0,1466.0,4361.0,19725.0,512.0,1795.0,509.0,2.0,0.0,1761.0,9.0,0.0,511.0,1770.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,2015,JUL,2.0,526.0,1.0,97.0,0.0,23904.0,1804.0,863.0,1.0,1.0,865.0,0.0,634.0,25708.0,25604.0,92.0,12.0,1622.0,24086.0,2307.0,2270.0,11.0,0.0,2281.0,26.0,0.0,0.0,26.0,0.0,23904.0,61.0,244.0,3.0,2015-07-01
Modoc,17.0,17.0,0.0,41.0,58.0,38.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,20.0,73.0,347.0,73.0,347.0,0.0,0.0,-3.0,42.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,18.0,-5.0,5.0,1.0,0.0,0.0,5.0,0.0,14.0,70.0,389.0,70.0,388.0,973.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,47.0,62.0,342.0,3.0,29.0,3.0,0.0,0.0,28.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,JUL,0.0,15.0,0.0,4.0,0.0,420.0,39.0,19.0,0.0,0.0,19.0,0.0,14.0,459.0,458.0,1.0,0.0,55.0,404.0,32.0,31.0,0.0,0.0,31.0,1.0,0.0,0.0,1.0,0.0,420.0,1.0,5.0,3.0,2015-07-01
Mono,25.0,25.0,0.0,37.0,62.0,42.0,26.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,2.0,20.0,12.0,474.0,12.0,474.0,0.0,0.0,1.0,42.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,9.0,13.0,516.0,13.0,514.0,866.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,59.0,11.0,457.0,3.0,31.0,3.0,0.0,0.0,31.0,0.0,0.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,JUL,1.0,14.0,0.0,2.0,0.0,486.0,43.0,26.0,0.0,0.0,26.0,0.0,9.0,529.0,527.0,2.0,0.0,61.0,468.0,34.0,34.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,486.0,2.0,6.0,3.0,2015-07-01
Monterey,675.0,688.0,-13.0,1794.0,2469.0,1858.0,970.0,0.0,0.0,2.0,820.0,0.0,1.0,0.0,66.0,611.0,2832.0,18385.0,2832.0,18385.0,0.0,0.0,-62.0,1957.0,46.0,0.0,0.0,906.0,14.0,4.0,46.0,924.0,-201.0,201.0,5.0,25.0,12.0,176.0,76.0,631.0,2770.0,20342.0,2743.0,20084.0,50912.0,10.0,272.0,27.0,216.0,48.0,7.0,0.0,42.0,127.0,1871.0,2643.0,18471.0,359.0,1506.0,351.0,7.0,0.0,1463.0,20.0,2.0,358.0,1485.0,1.0,0.0,0.0,21.0,0.0,0.0,1.0,21.0,0.0,0.0,2015,JUL,0.0,822.0,1.0,66.0,0.0,21217.0,1895.0,952.0,14.0,4.0,970.0,0.0,707.0,23112.0,22827.0,243.0,42.0,1998.0,21114.0,1865.0,1814.0,27.0,2.0,1843.0,22.0,0.0,0.0,22.0,0.0,21217.0,30.0,188.0,3.0,2015-07-01
Napa,159.0,161.0,-2.0,387.0,546.0,370.0,166.0,1.0,4.0,0.0,161.0,0.0,3.0,0.0,43.0,176.0,364.0,2996.0,364.0,2996.0,0.0,0.0,6.0,320.0,10.0,0.0,0.0,153.0,3.0,0.0,10.0,156.0,-12.0,12.0,3.0,15.0,0.0,28.0,5.0,109.0,370.0,3316.0,358.0,3246.0,7455.0,2.0,78.0,11.0,60.0,11.0,1.0,1.0,10.0,21.0,277.0,349.0,3039.0,37.0,289.0,36.0,1.0,0.0,281.0,6.0,0.0,37.0,287.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,JUL,5.0,161.0,3.0,43.0,0.0,3360.0,326.0,163.0,3.0,0.0,166.0,0.0,114.0,3686.0,3604.0,71.0,11.0,298.0,3388.0,326.0,317.0,7.0,0.0,324.0,2.0,0.0,0.0,2.0,0.0,3360.0,18.0,28.0,3.0,2015-07-01
Nevada,209.0,211.0,-2.0,364.0,573.0,373.0,209.0,0.0,0.0,0.0,148.0,0.0,1.0,0.0,16.0,200.0,320.0,3646.0,320.0,3646.0,0.0,0.0,25.0,362.0,7.0,0.0,0.0,201.0,0.0,1.0,7.0,202.0,7.0,-7.0,0.0,7.0,4.0,23.0,7.0,137.0,345.0,4008.0,344.0,3993.0,7877.0,2.0,13.0,1.0,13.0,3.0,0.0,0.0,2.0,14.0,360.0,331.0,3648.0,38.0,339.0,38.0,0.0,0.0,331.0,1.0,1.0,38.0,333.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,2015,JUL,0.0,148.0,1.0,16.0,0.0,3966.0,387.0,208.0,0.0,1.0,209.0,0.0,144.0,4353.0,4337.0,14.0,2.0,374.0,3979.0,377.0,369.0,1.0,1.0,371.0,6.0,0.0,0.0,6.0,0.0,3966.0,7.0,27.0,3.0,2015-07-01
Orange,2584.0,2584.0,0.0,8584.0,11168.0,8151.0,6110.0,9.0,72.0,124.0,1644.0,11.0,106.0,34.0,239.0,3017.0,12175.0,103283.0,12175.0,103283.0,0.0,0.0,685.0,8920.0,343.0,9.0,0.0,5603.0,92.0,63.0,352.0,5758.0,-2.0,2.0,6.0,24.0,3.0,3.0,326.0,3133.0,12860.0,112203.0,12650.0,108762.0,259570.0,315.0,3067.0,205.0,2205.0,1713.0,11.0,5.0,1236.0,520.0,8029.0,12340.0,104174.0,1025.0,6656.0,983.0,21.0,0.0,5723.0,136.0,32.0,1004.0,5891.0,21.0,0.0,0.0,731.0,23.0,11.0,21.0,765.0,0.0,0.0,2015,JUL,81.0,1768.0,117.0,273.0,0.0,115458.0,9605.0,5946.0,101.0,63.0,6110.0,0.0,3459.0,125063.0,121412.0,2410.0,1241.0,8549.0,116514.0,7681.0,6706.0,157.0,32.0,6895.0,752.0,23.0,11.0,786.0,0.0,115458.0,30.0,6.0,3.0,2015-07-01
Placer,292.0,292.0,0.0,619.0,911.0,596.0,337.0,1.0,17.0,0.0,208.0,0.0,14.0,0.0,51.0,315.0,839.0,7624.0,839.0,7624.0,0.0,0.0,86.0,841.0,29.0,0.0,0.0,304.0,2.0,2.0,29.0,308.0,-1.0,1.0,4.0,47.0,13.0,158.0,41.0,327.0,925.0,8465.0,914.0,8402.0,17973.0,0.0,66.0,11.0,40.0,18.0,6.0,0.0,23.0,100.0,808.0,825.0,7657.0,52.0,523.0,52.0,0.0,0.0,509.0,2.0,0.0,52.0,511.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,2015,JUL,18.0,208.0,14.0,51.0,0.0,8463.0,927.0,333.0,2.0,2.0,337.0,0.0,368.0,9390.0,9316.0,51.0,23.0,908.0,8482.0,575.0,561.0,2.0,0.0,563.0,12.0,0.0,0.0,12.0,0.0,8463.0,51.0,171.0,3.0,2015-07-01
Plumas,34.0,34.0,0.0,78.0,112.0,77.0,34.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,3.0,35.0,104.0,901.0,104.0,901.0,0.0,0.0,-7.0,78.0,2.0,0.0,0.0,32.0,0.0,0.0,2.0,32.0,-12.0,12.0,2.0,2.0,1.0,10.0,0.0,22.0,97.0,979.0,97.0,977.0,1990.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,111.0,93.0,868.0,10.0,60.0,10.0,0.0,0.0,57.0,0.0,0.0,10.0,57.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2015,JUL,0.0,40.0,0.0,3.0,0.0,1005.0,71.0,34.0,0.0,0.0,34.0,0.0,22.0,1076.0,1074.0,1.0,1.0,115.0,961.0,70.0,67.0,0.0,0.0,67.0,3.0,0.0,0.0,3.0,0.0,1005.0,4.0,11.0,3.0,2015-07-01
