county,qtr_calfresh_hh_ly,qtr_calfresh_hh_prev_qtr,qtr_calfresh_hh_curr_qtr,qtr_calfresh_pers_ly,qtr_calfresh_pers_prev_qtr,qtr_calfresh_pers_curr_qtr,qtr_medical_rcv_calfresh_ly,qtr_medical_rcv_calfresh_prev_qtr,qtr_medical_rcv_calfresh_curr_qtr,qtr_calfresh_rcv_medical_ly,qtr_calfresh_rcv_medical_prev_qtr,qtr_calfresh_rcv_medical_curr_qtr,qtr_pct_calfresh_rcv_medical_ly,qtr_pct_calfresh_rcv_medical_prev_qtr,qtr_pct_calfresh_rcv_medical_curr_qtr,qtr_timeliness_30d_ly,qtr_timeliness_30d_prev_qtr,qtr_timeliness_30d_curr_qtr,qtr_timeliness_exp_ly,qtr_timeliness_exp_prev_qtr,qtr_timeliness_exp_curr_qtr,qtr_active_err_rt_ly,qtr_active_err_rt_prev_qtr,qtr_active_err_rt_curr_qtr,qtr_30d_churn_reapps_ly,qtr_30d_churn_reapps_prev_qtr,qtr_30d_churn_reapps_curr_qtr,qtr_90d_churn_reapps_ly,qtr_90d_churn_reapps_prev_qtr,qtr_90d_churn_reapps_curr_qtr,qtr_30d_churn_recerts_ly,qtr_30d_churn_recerts_prev_qtr,qtr_30d_churn_recerts_curr_qtr,qtr_90d_churn_recerts_ly,qtr_90d_churn_recerts_prev_qtr,qtr_90d_churn_recerts_curr_qtr,ann_hh_2yr_prior,ann_hh_1yr_prior,ann_hh_yr_of_report,ann_pers_2yr_prior,ann_pers_1yr_prior,ann_pers_yr_of_report,ann_elderly_2yr_prior,ann_elderly_1yr_prior,ann_elderly_yr_of_report,ann_children_2yr_prior,ann_children_1yr_prior,ann_children_yr_of_report,ann_child_only_hh_2yr_prior,ann_child_only_hh_1yr_prior,ann_child_only_hh_yr_of_report,ann_child_only_pers_2yr_prior,ann_child_only_pers_1yr_prior,ann_child_only_pers_yr_of_report,ann_esl_2yr_prior,ann_esl_1yr_prior,ann_esl_yr_of_report,ann_tot_pop_2yr_prior,ann_tot_pop_1yr_prior,ann_tot_pop_yr_of_report,ann_elderly_over60_2yr_prior,ann_elderly_over60_1yr_prior,ann_elderly_over60_yr_of_report,ann_children_less18_2yr_prior,ann_children_less18_1yr_prior,ann_children_less18_yr_of_report,ann_tot_pop_greater5_2yr_prior,ann_tot_pop_greater5_1yr_prior,ann_tot_pop_greater5_yr_of_report,ann_tot_esl_greater5_2yr_prior,ann_tot_esl_greater5_1yr_prior,ann_tot_esl_greater5_yr_of_report,ann_medical_2yr_prior,ann_medical_1yr_prior,ann_medical_yr_of_report,ann_ssi_rcpt_2yr_prior,ann_ssi_rcpt_1yr_prior,ann_ssi_rcpt_yr_of_report,ann_unempl_pct_2yr_prior,ann_unempl_pct_1yr_prior,ann_unempl_pct_yr_of_report,ann_calfresh_eligibles_2yr_prior,ann_calfresh_eligibles_1yr_prior,ann_calfresh_eligibles_yr_of_report,ann_eligibles_excl_undocs_ssi_2yr_prior,ann_eligibles_excl_undocs_ssi_1yr_prior,ann_eligibles_excl_undocs_ssi_yr_of_report,year,month,quarter,fulldate
California,1919085.0,1977662.0,2015005.0,4194682.0,4285622.0,4351103.0,0.417358019926,0.3934902313,0.400360380878,3250685.0,3316387.0,3520222.0,0.815784312486,0.819167417907,0.833231130945,0.966137780707,0.964513175088,0.96013416288,0.936933125883,0.92427094829,0.905760295421,0.0311,0.0483,0.043,0.1353,0.1394,0.128700958612,0.2221,0.2241,0.204143500861,0.0722,0.1164,0.102449218719,0.0939,0.145,0.12872455038,1843348.0,1942841.0,2070803.0,4074650.0,4221057.0,4476031.0,141407.0,176557.0,234156.0,2184693.0,2272684.0,2226004.0,372370.0,341378.0,320176.0,,,,1268115.0,1314549.0,1337933.0,37826160.0,38202206.0,38548204.0,6506533.98504,6820715.0,7071818.0,9170525.64916,9150549.08111,9157600.21082,,,,3775905.0,3750293.0,3760183.0,7619341.0,7280074.0,,1176286.0,1187606.0,1193089.0,0.104,0.089,0.075,7121279.81808,7166748.68844,6980318.99332,0.57,0.584,0.634,2014,MAR,1.0,2014-03-01
Alameda,63168.0,64540.0,64394.0,126482.0,129167.0,128065.0,0.357877655104,0.349723363114,0.35152677386,98800.0,99113.0,104852.0,0.752544025349,0.749958383147,0.80065364468,0.900082576383,0.905652704351,0.844646924829,0.866220012967,0.864864864865,0.877263198018,0.036,0.0202,0.0215,0.0823,0.1011,0.106765394595,0.1839,0.1854,0.194418074805,0.0499,0.0722,0.0595531928359,0.0952,0.1243,0.111068919689,62045.0,62875.0,64020.0,124622.0,125835.0,125434.0,5848.0,7267.0,9307.0,61164.0,63938.0,60223.0,11499.0,9990.0,9205.0,,,,36077.0,39263.0,40011.0,1540790.0,1563370.0,1582119.0,265902.963437,282890.0,294442.0,343819.788943,346038.367783,348427.630746,,,,134661.0,133681.0,139309.0,253472.0,243275.0,,48146.0,48141.0,47823.0,0.09,0.073,0.059,220282.406243,220033.771078,214362.749217,0.564952063684,0.567172440383,0.587705888546,2014,MAR,1.0,2014-03-01
Alpine,83.0,90.0,109.0,151.0,154.0,176.0,0.5,0.501818181818,0.512027491409,133.0,138.0,149.0,0.892617449664,0.867924528302,0.837078651685,1.0,1.0,1.0,0.928571428571,0.647058823529,0.789473684211,0.0593,0.11199999999999999,0.0717,0.1875,0.1481,0.0666666666667,0.1875,0.1481,0.2,0.0,0.0741,0.0333333333333,0.125,0.1481,0.0333333333333,84.0,91.0,114.0,147.0,171.0,194.0,9.0,11.0,16.0,53.0,62.0,59.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,1127.0,1228.0,1243.0,292.543627943,369.0,398.0,244.509282571,242.562389451,245.126044024,,,,24.0,25.0,23.0,201.0,184.0,,41.0,42.0,39.0,0.134,0.098,0.088,194.823157895,221.78022827,,0.748969825987,0.701349510542,,2014,MAR,1.0,2014-03-01
Amador,1717.0,1669.0,1752.0,3319.0,3261.0,3428.0,0.486326016553,0.479076228512,0.478318879253,2703.0,2759.0,2868.0,0.81268791341,0.836821352745,0.836639439907,0.914285714286,0.93137254902,0.937007874016,0.93119266055,0.985981308411,0.971014492754,0.0593,0.11199999999999999,0.0717,0.1708,0.18,0.142156862745,0.2562,0.2638,0.204248366013,0.1886,0.1355,0.169934640523,0.1957,0.1515,0.192810457516,1717.0,1685.0,1770.0,3287.0,3280.0,3373.0,182.0,194.0,250.0,1230.0,1298.0,1222.0,61.0,69.0,59.0,,,,81.0,98.0,102.0,36899.0,36945.0,37017.0,11710.7713105,11769.0,12078.0,6008.55795106,5919.40380913,5806.44493987,,,,507.0,484.0,559.0,4522.0,4116.0,,654.0,674.0,696.0,0.116,0.103,0.083,4236.60312105,4989.42328701,,0.766750288816,0.657044419504,,2014,MAR,1.0,2014-03-01
Butte,14278.0,14919.0,14930.0,29807.0,30365.0,30348.0,0.440330793038,0.439660084328,0.430592959699,26463.0,27007.0,27021.0,0.867099184115,0.867499678787,0.862629293832,0.939054726368,0.906091370558,0.932098765432,0.958199356913,0.930065359477,0.895268474216,0.0593,0.11199999999999999,0.0717,0.1466,0.1566,0.144578313253,0.2186,0.2387,0.217728055077,0.217,0.2942,0.260757314974,0.2343,0.3176,0.289156626506,13988.0,14733.0,15571.0,29226.0,30211.0,31036.0,842.0,1116.0,1577.0,12905.0,13523.0,12850.0,1187.0,1063.0,878.0,,,,2929.0,2782.0,2667.0,221118.0,222035.0,224518.0,49667.3349056,51734.0,53940.0,45991.9295852,45459.1290451,45265.6051079,,,,5475.0,4375.0,5637.0,51266.0,47746.0,,10828.0,10914.0,10866.0,0.12,0.103,0.087,56950.0713521,57536.0654571,54488.4573357,0.511543110922,0.520653669978,0.566930468895,2014,MAR,1.0,2014-03-01
Calaveras,2570.0,2547.0,2654.0,5004.0,4866.0,5060.0,0.499639423077,0.474761736675,0.472149447545,4157.0,4035.0,4145.0,0.827428343949,0.825828898895,0.818684574363,0.969879518072,1.0,0.992957746479,0.964412811388,0.982206405694,0.951851851852,0.0593,0.11199999999999999,0.0717,0.1257,0.1087,0.130727762803,0.1932,0.2067,0.188679245283,0.1365,0.149,0.172506738544,0.1554,0.1678,0.192722371968,2522.0,2576.0,2768.0,4998.0,4969.0,5231.0,278.0,322.0,437.0,1881.0,1808.0,1778.0,66.0,103.0,88.0,,,,148.0,134.0,133.0,45045.0,45214.0,45508.0,14457.6823928,15224.0,15719.0,8279.80904997,7993.1633063,7801.21040307,,,,559.0,410.0,598.0,6850.0,6097.0,,1023.0,1043.0,1056.0,0.129,0.1,0.081,5990.38152211,6021.95863538,,0.830651044229,0.824271233542,,2014,MAR,1.0,2014-03-01
Colusa,716.0,690.0,733.0,1820.0,1624.0,1749.0,0.31456891715,0.269886873765,0.248051352591,1682.0,1503.0,1623.0,0.88853671421,0.889349112426,0.886885245902,0.934210526316,0.916666666667,0.95652173913,1.0,0.949367088608,0.95,0.0593,0.11199999999999999,0.0717,0.2053,0.1283,0.0981818181818,0.2848,0.2377,0.174545454545,0.1424,0.1585,0.214545454545,0.1589,0.1887,0.24,701.0,713.0,725.0,1728.0,1710.0,1722.0,39.0,72.0,84.0,1055.0,1032.0,1004.0,108.0,164.0,142.0,,,,598.0,553.0,570.0,21614.0,21987.0,22254.0,3794.18876584,4033.0,4198.0,6173.21146509,6106.33361411,6114.10601679,,,,3235.0,2986.0,3111.0,4695.0,4193.0,,556.0,564.0,563.0,0.201,0.19,0.175,4435.38528124,3770.96131854,,0.389049253654,0.461131511044,,2014,MAR,1.0,2014-03-01
Contra Costa,33220.0,33853.0,34380.0,68857.0,70212.0,71039.0,0.351101765857,0.325971444063,0.325311751683,53266.0,54108.0,57601.0,0.74751954194,0.747244855683,0.796253801493,0.94646397885,0.92186429061,0.910083493899,0.906750572082,0.715909090909,0.854977261243,0.0228,0.0325,0.0404,0.1146,0.094,0.0942798774259,0.2093,0.1631,0.163432073544,0.0443,0.0591,0.0538304392237,0.0814,0.1002,0.0856996935649,32977.0,32730.0,35280.0,68789.0,67763.0,76061.0,2515.0,3064.0,3876.0,35507.0,36829.0,36150.0,6651.0,5449.0,5317.0,,,,15201.0,15787.0,16078.0,1069803.0,1081862.0,1095476.0,205602.70448,215513.0,223639.0,255890.305193,253745.815595,251862.317762,,,,66528.0,66244.0,68215.0,143428.0,131952.0,,23603.0,24041.0,24288.0,0.09,0.075,0.062,135136.625367,145292.779558,129295.012429,0.507232956381,0.470679711987,0.571433488517,2014,MAR,1.0,2014-03-01
Del Norte,2581.0,2477.0,2556.0,5251.0,5032.0,5205.0,0.495990463806,0.468818096918,0.480485779531,4577.0,4518.0,4629.0,0.872141768293,0.887448438421,0.889337175793,1.0,1.0,1.0,0.98814229249,0.981684981685,0.977272727273,0.0593,0.11199999999999999,0.0717,0.2485,0.2274,0.187604690117,0.3358,0.3274,0.246231155779,0.25,0.2452,0.341708542714,0.2648,0.2589,0.363484087102,2629.0,2525.0,2545.0,5445.0,5132.0,5227.0,157.0,193.0,238.0,2343.0,2218.0,2130.0,173.0,167.0,139.0,,,,285.0,262.0,223.0,28359.0,28530.0,28477.0,5913.46322918,6153.0,6387.0,5778.23278036,5697.85295788,5654.65491278,,,,549.0,733.0,725.0,8091.0,7460.0,,1869.0,1817.0,1816.0,0.133,0.118,0.102,5695.77379168,5923.47912356,,0.944472199346,0.864310849406,,2014,MAR,1.0,2014-03-01
El Dorado,6386.0,6240.0,6484.0,11975.0,11497.0,11899.0,0.426323012265,0.400114411801,0.381930029815,9941.0,9792.0,10120.0,0.800467026331,0.821821233739,0.815734322102,0.979466119097,0.98786407767,0.988009592326,0.988197424893,0.877647058824,0.788283658787,0.0593,0.11199999999999999,0.0717,0.1475,0.1263,0.10114261532,0.2244,0.2172,0.167583580195,0.1563,0.1818,0.158696572154,0.1756,0.2081,0.17900973339,6081.0,6397.0,6871.0,11620.0,11765.0,12479.0,581.0,732.0,972.0,4822.0,4716.0,4740.0,402.0,417.0,396.0,,,,864.0,882.0,886.0,180599.0,184054.0,184320.0,42806.3715421,46098.0,47929.0,39167.5764207,38275.545249,37664.5428464,,,,3301.0,3580.0,3522.0,19049.0,17413.0,,2818.0,2850.0,2851.0,0.103,0.085,0.07,19222.8583872,26641.3835952,27235.3906697,0.606322419135,0.441067045998,0.456963642793,2014,MAR,1.0,2014-03-01
